macAddress,locationCoordinate_x,locationCoordinate_y,confidenceFactor,maxDetectedRssi,CMX_lastSeen,Real_Time,RMSE,Test_point
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:24,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,17.73704,34.657078,40,-59,2022-07-08T12:18:37.455+0100,7/8/2022 12:25,34.96282452,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:25,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
f4:02:28:5a:28:63,63.107998,31.683264,64,-72,2022-07-08T12:25:36.201+0100,7/8/2022 12:26,59.18017619,1
